StudentID,Age,Attendance,StudyHours,Marks
1360,22,58,2,82
1361,18,100,9,85
1362,23,72,1,89
1363,22,64,7,76
1364,21,65,7,89
1365,19,87,5,45
1366,22,90,3,76
1367,18,59,9,41
1368,18,51,2,38
1369,21,93,3,46
1370,24,73,8,78
1371,18,74,7,96
1372,21,64,6,39
1373,23,86,3,53
1374,19,62,9,80
1375,20,93,4,87
1376,21,72,7,76
1377,21,69,9,54
1378,23,55,5,82
1379,23,82,1,41
1380,21,68,2,93
1381,21,86,8,91
1382,19,76,6,47
1383,20,52,5,84
1384,22,93,2,38
1385,19,56,7,36
1386,23,67,9,39
1387,19,84,2,74
1388,20,57,10,59
1389,23,94,9,56
1390,24,67,4,61
1391,23,60,2,41
1392,24,76,8,50
1393,18,78,4,90
1394,24,69,5,44
1395,22,75,1,86
1396,24,72,3,39
1397,21,63,2,91
1398,22,66,4,87
1399,24,78,7,69
1400,19,73,4,83
1401,20,60,2,97
1402,21,83,10,83
1403,21,84,4,52
1404,21,55,1,45
1405,22,64,5,47
1406,19,53,6,89
1407,24,75,3,84
1408,20,70,10,82
1409,24,59,5,38
1410,20,51,5,35
1411,24,95,2,90
1412,18,72,9,97
1413,19,67,4,45
1414,21,78,1,49
1415,23,95,2,93
1416,18,76,8,46
1417,19,56,6,91
1418,22,77,9,70
1419,18,80,8,42
1420,23,94,5,48
1421,22,67,3,83
1422,23,92,10,48
1423,24,76,10,36
1424,23,64,2,59
1425,20,65,7,44
1426,23,50,4,47
1427,19,55,4,98
1428,22,96,1,70
1429,22,74,10,51
1430,23,78,5,36
1431,24,62,5,73
1432,21,82,2,49
1433,23,55,8,95
1434,22,89,8,53
1435,23,98,3,70
1436,22,72,9,48
1437,22,91,7,90
1438,18,97,1,86
1439,19,55,1,42
1440,22,94,1,38
1441,19,55,6,44
1442,18,67,6,57
1443,20,79,6,47
1444,19,55,2,39
1445,18,70,6,61
1446,22,98,2,85
1447,19,88,2,53
1448,18,51,10,39
1449,24,89,5,62
1450,23,57,9,53
1451,21,68,4,64
1452,22,76,2,85
1453,18,66,4,92
1454,18,51,4,38
1455,19,63,2,76
1456,23,80,10,67
1457,21,82,4,63
1458,24,80,7,93
1459,21,54,2,79
1460,22,98,3,71
1461,23,68,5,37
1462,21,69,2,42
1463,22,61,2,99
1464,22,62,5,54
1465,21,94,10,42
1466,18,90,10,47
1467,21,90,6,66
1468,23,79,4,82
1469,19,75,1,76
1470,19,90,5,95
1471,19,73,10,78
1472,24,79,2,56
1473,24,74,4,82
1474,21,87,8,91
1475,24,51,4,56
1476,18,64,1,67
1477,22,54,4,47
1478,18,71,1,97
1479,20,67,1,75
1480,23,86,2,37
1481,20,73,6,95
1482,21,50,7,80
1483,23,62,8,56
1484,18,84,3,56
1485,21,95,8,79
1486,22,63,7,48
1487,20,84,9,90
1488,24,100,2,96
1489,20,85,3,70
1490,18,58,7,36
1491,18,60,9,44
1492,22,91,3,53
1493,19,98,6,98
1494,20,79,1,79
1495,22,97,6,63
1496,19,69,3,53
1497,19,98,4,55
1498,22,84,10,85
1499,22,56,7,100
1500,22,63,2,92
1501,23,78,3,85
1502,20,68,3,53
1503,23,60,9,70
1504,21,59,10,70
1505,23,63,1,64
1506,18,57,9,81
1507,19,98,4,79
1508,23,58,10,61
1509,18,92,4,52
1510,24,53,8,56
1511,20,68,7,57
1512,22,75,1,88
1513,19,87,5,35
1514,24,91,9,97
1515,22,83,4,59
1516,23,58,4,60
1517,24,76,7,52
1518,20,50,2,85
1519,18,98,7,53
1520,21,95,10,73
1521,24,77,1,95
1522,23,92,3,68
1523,19,94,3,47
1524,19,69,4,59
1525,19,79,7,57
1526,23,77,7,69
1527,21,87,3,49
1528,23,75,8,62
1529,24,53,7,35
1530,24,90,1,99
1531,21,91,7,99
1532,22,80,1,63
1533,21,95,5,63
1534,23,92,2,56
1535,20,55,6,92
1536,20,84,3,54
1537,23,62,8,85
1538,23,100,7,66
1539,23,86,2,98
1540,22,52,10,56
1541,20,54,4,80
1542,22,86,1,68
1543,21,71,7,93
1544,22,66,4,99
1545,20,80,5,69
1546,18,74,4,60
1547,18,83,5,76
1548,21,73,4,38
1549,20,77,10,53
1550,24,58,4,96
1551,22,84,6,57
1552,19,95,6,54
1553,18,55,7,48
1554,22,78,8,37
1555,24,84,9,53
1556,18,67,10,58
1557,22,98,2,51
1558,19,56,2,72
1559,23,100,2,98
1560,19,57,10,79
1561,18,64,9,49
1562,24,52,5,62
1563,18,52,7,98
1564,19,69,2,71
1565,19,85,8,53
1566,19,98,5,77
1567,18,65,9,76
1568,22,50,2,60
1569,20,55,2,54
1570,20,82,2,60
1571,23,92,8,44
1572,20,65,4,62
1573,24,74,10,92
1574,23,91,4,79
1575,18,88,1,84
1576,24,78,4,62
1577,20,74,10,53
1578,23,87,2,68
1579,24,73,2,80
1580,24,71,7,60
1581,24,70,6,85
1582,18,96,8,68
1583,19,71,7,46
1584,18,92,7,49
1585,23,82,6,88
1586,20,50,6,51
1587,19,80,8,36
1588,20,76,1,89
1589,18,76,8,37
1590,21,80,4,35
1591,20,96,7,80
1592,22,65,7,80
1593,21,61,9,64
1594,19,87,7,73
1595,24,83,2,78
1596,20,100,5,91
1597,24,94,10,38
1598,24,52,8,64
1599,24,75,9,41
1600,22,67,7,65
1601,20,55,2,35
1602,23,99,7,48
1603,18,80,3,72
1604,20,83,7,59
1605,18,62,2,52
1606,22,87,2,63
1607,23,68,9,45
1608,24,52,2,42
1609,22,74,8,36
1610,22,66,5,48
1611,23,73,7,94
1612,24,82,4,79
1613,24,99,3,83
1614,24,61,8,56
1615,24,71,9,67
1616,21,84,2,53
1617,22,90,5,54
1618,18,75,9,78
1619,21,71,7,62
1620,21,65,5,48
1621,18,74,8,74
1622,21,60,3,77
1623,24,99,3,44
1624,23,74,3,78
1625,24,90,6,49
1626,23,55,4,100
1627,24,54,10,88
1628,19,76,4,35
1629,20,62,1,51
1630,23,78,4,62
1631,19,91,3,97
1632,22,100,7,49
1633,23,55,4,98
1634,21,90,1,84
1635,24,81,4,47
1636,20,57,1,100
1637,23,51,2,39
1638,19,55,1,82
1639,18,77,6,51
1640,18,99,7,91
1641,22,81,5,65
1642,20,53,10,96
1643,19,51,5,100
1644,19,51,7,73
1645,20,100,4,41
1646,19,58,2,77
1647,20,65,5,45
1648,23,87,10,63
1649,21,66,8,36
1650,20,98,4,45
1651,21,58,9,90
1652,23,76,10,75
1653,20,87,10,82
1654,19,76,2,71
1655,20,96,2,42
1656,18,81,9,85
1657,22,88,6,47
1658,18,95,10,71
1659,20,77,1,56
1660,21,76,8,97
1661,20,62,9,35
1662,24,93,10,87
1663,22,72,7,100
1664,23,84,5,83
1665,22,60,10,94
1666,19,64,1,80
1667,19,54,8,63
1668,21,88,9,70
1669,18,64,2,79
1670,18,57,7,74
1671,24,93,1,37
1672,24,69,4,78
1673,22,80,4,88
1674,24,93,6,67
1675,24,65,6,70
1676,18,92,2,78
1677,19,96,2,50
1678,19,54,3,67
1679,22,51,8,75
1680,21,56,9,43
1681,24,91,4,75
1682,23,57,8,71
1683,22,52,5,95
1684,24,57,6,35
1685,19,76,7,93
1686,23,94,2,39
1687,20,78,1,42
1688,22,59,1,38
1689,21,74,10,73
1690,19,75,1,83
1691,23,55,4,49
1692,24,83,7,70
1693,21,67,4,100
1694,24,95,4,87
1695,23,67,1,97
1696,20,84,10,41
1697,19,88,9,46
1698,21,52,8,63
1699,18,50,10,80
1700,22,69,4,66
1701,20,95,2,60
1702,22,63,3,98
1703,23,55,2,67
1704,20,99,3,50
1705,22,90,1,92
1706,23,57,4,66
1707,24,79,1,82
1708,24,95,4,77
1709,21,91,7,48
1710,21,58,6,35
1711,24,54,2,53
1712,22,83,4,46
1713,23,83,9,53
1714,20,61,5,64
1715,21,59,2,100
1716,18,63,9,62
1717,21,69,3,96
1718,20,63,8,99
1719,21,91,9,51
1720,20,51,10,50
1721,20,99,3,77
1722,24,56,2,100
1723,21,93,1,81
1724,18,58,2,50
1725,19,74,5,49
1726,23,98,7,78
1727,21,84,8,36
1728,20,78,7,40
1729,19,62,2,77
1730,22,71,8,84
1731,18,77,4,88
1732,24,81,7,61
1733,21,58,5,41
1734,19,66,6,57
1735,20,69,1,56
1736,24,95,2,93
1737,23,84,4,84
1738,18,100,3,94
1739,19,75,8,49
1740,19,58,2,56
1741,21,57,4,88
1742,21,64,2,92
1743,20,64,10,62
1744,22,76,7,54
1745,23,90,9,44
1746,19,66,9,68
1747,22,60,2,76
1748,20,50,3,74
1749,18,68,9,58
1750,20,57,9,72
1751,18,94,2,58
1752,24,75,3,49
1753,21,86,10,71
1754,19,52,5,47
1755,21,84,1,88
1756,21,84,5,76
1757,21,96,6,82
1758,19,68,3,63
1759,19,82,6,77
1760,24,65,5,47
1761,24,59,1,36
1762,20,97,4,91
1763,22,50,9,95
1764,19,60,10,40
1765,24,89,7,47
1766,23,74,2,94
1767,18,80,2,38
1768,23,91,8,98
1769,20,52,6,81
1770,21,71,9,65
1771,19,93,10,97
1772,24,82,5,76
1773,24,50,6,60
1774,18,63,1,35
1775,24,56,9,40
1776,24,74,10,35
1777,22,84,8,70
1778,24,58,5,70
1779,23,53,7,55
1780,20,84,8,89
1781,20,92,1,77
1782,18,59,7,81
1783,24,68,7,100
1784,19,61,2,100
1785,19,86,4,85
1786,18,73,10,100
1787,23,75,10,96
1788,19,78,1,47
1789,21,91,6,72
1790,20,95,7,44
1791,21,53,7,90
1792,19,70,2,63
1793,21,79,7,41
1794,21,89,10,78
1795,19,56,1,94
1796,21,83,9,64
1797,21,85,10,49
1798,19,55,2,88
1799,18,62,1,60
1800,21,73,7,90
1801,21,55,7,75
1802,22,74,8,89
1803,19,71,6,88
1804,24,54,7,35
1805,19,50,10,81
1806,21,66,6,39
1807,20,91,1,92
1808,21,70,5,57
1809,21,85,1,46
1810,20,59,6,47
1811,24,68,4,38
1812,18,81,5,96
1813,19,56,3,81
1814,24,58,1,35
1815,23,58,10,50
1816,23,65,9,81
1817,23,62,6,36
1818,24,91,7,52
1819,20,64,6,74
1820,18,96,4,61
1821,24,74,9,48
1822,21,68,7,79
1823,21,55,6,79
1824,22,50,4,65
1825,19,83,8,62
1826,23,68,7,38
1827,20,89,10,38
1828,24,64,4,88
1829,24,77,6,66
1830,22,65,9,63
1831,22,74,1,41
1832,23,59,7,89
1833,18,73,10,50
1834,24,65,7,65
1835,24,58,10,71
1836,20,55,8,69
1837,22,59,3,40
1838,18,61,7,59
1839,18,85,2,37
1840,24,50,4,88
1841,18,82,5,37
1842,20,97,7,43
1843,21,93,5,99
1844,21,73,7,89
1845,18,60,6,100
1846,20,70,4,45
1847,20,69,7,52
1848,18,54,9,41
1849,24,97,8,73
1850,18,76,1,57
1851,18,52,7,47
1852,23,92,4,71
1853,19,80,6,61
1854,21,60,2,61
1855,19,59,10,76
1856,20,69,10,60
1857,22,89,9,39
1858,23,99,2,62
1859,23,78,10,87
1860,21,57,9,89
1861,21,59,4,56
1862,24,76,1,91
1863,22,62,10,48
1864,19,100,10,99
1865,22,80,10,64
1866,20,70,4,78
1867,21,75,1,88
1868,22,95,4,35
1869,22,77,8,67
1870,24,53,8,73
1871,22,61,6,92
1872,22,81,7,64
1873,20,84,10,84
1874,24,59,5,93
1875,23,58,10,71
1876,23,71,4,41
1877,18,94,2,60
1878,19,97,8,58
1879,22,65,6,99
1880,20,71,7,55
1881,20,77,6,42
1882,21,96,6,74
1883,24,53,6,63
1884,18,55,9,94
1885,19,87,6,81
1886,18,100,9,61
1887,22,71,3,73
1888,23,81,7,49
1889,19,62,7,49
1890,18,69,1,54
1891,24,64,4,98
1892,18,93,1,81
1893,19,54,8,35
1894,22,62,6,97
1895,24,99,5,65
1896,19,75,3,98
1897,23,52,5,53
1898,20,98,10,61
1899,21,64,8,48
1900,21,98,1,50
1901,18,66,6,81
1902,24,64,6,48
1903,23,99,5,35
1904,21,77,9,58
1905,21,81,6,59
1906,20,71,4,100
1907,21,86,4,60
1908,21,77,8,42
1909,18,72,6,51
1910,22,85,2,41
1911,21,83,8,38
1912,20,93,7,71
1913,21,97,4,46
1914,18,84,9,100
1915,19,72,5,40
1916,22,73,9,99
1917,20,94,6,60
1918,20,96,6,98
1919,23,52,5,92
1920,20,94,1,86
1921,19,79,1,60
1922,21,69,3,99
1923,20,76,4,97
1924,20,99,8,75
1925,21,55,7,98
1926,23,55,9,48
1927,20,69,1,86
1928,24,89,10,92
1929,18,68,5,40
1930,20,57,9,37
1931,22,55,1,61
1932,20,100,5,77
1933,18,76,6,98
1934,21,96,2,41
1935,22,81,6,97
1936,21,54,1,77
1937,20,71,3,98
1938,19,98,4,75
1939,18,87,4,95
1940,18,76,7,40
1941,24,78,9,61
1942,22,87,9,89
1943,24,51,1,76
1944,24,85,9,44
1945,22,59,7,86
1946,18,75,10,78
1947,22,81,6,41
1948,18,90,10,96
1949,23,87,1,35
1950,22,70,10,35
1951,18,83,1,71
1952,23,85,8,65
1953,20,72,5,97
1954,22,74,9,37
1955,22,78,9,44
1956,20,55,10,44
1957,19,57,5,52
1958,20,62,3,56
1959,19,60,3,76
1960,24,71,1,60
1961,18,66,4,84
1962,20,77,9,56
1963,19,66,4,45
1964,24,55,1,76
1965,23,94,5,82
1966,20,74,10,58
1967,20,56,1,81
1968,24,54,10,94
1969,22,80,3,99
1970,24,84,2,47
1971,24,52,5,40
1972,20,77,1,67
1973,24,53,5,61
1974,24,92,6,90
1975,23,65,10,36
1976,21,91,3,94
1977,20,72,7,35
1978,23,73,3,50
1979,19,69,8,94
1980,19,95,3,98
1981,23,60,10,72
1982,22,58,7,71
1983,21,90,5,98
1984,24,51,9,70
1985,24,99,2,71
1986,19,84,8,93
1987,23,68,6,38
1988,23,84,9,59
1989,21,63,10,41
1990,19,50,3,50
1991,21,52,7,50
1992,23,62,3,44
1993,18,56,9,98
1994,22,53,10,86
1995,24,87,9,65
1996,19,81,7,54
1997,22,54,5,43
1998,22,81,5,61
1999,20,56,2,74
2000,19,73,10,75
2001,22,97,7,67
2002,18,77,10,64
2003,22,73,5,64
2004,21,72,7,89
2005,20,93,6,62
2006,22,68,1,62
2007,22,62,5,83
2008,23,77,6,84
2009,23,98,5,62
2010,19,82,5,97
2011,18,53,4,81
2012,18,79,1,71
2013,23,52,3,75
2014,24,65,1,72
2015,18,87,5,59
2016,19,71,8,77
2017,22,76,10,50
2018,22,97,4,90
2019,19,91,9,87
2020,22,66,1,70
2021,18,85,2,96
2022,23,56,4,43
2023,23,83,2,36
2024,23,76,4,85
2025,22,96,8,80
2026,18,51,7,46
2027,21,76,10,61
2028,19,95,9,38
2029,24,93,7,74
2030,24,78,6,36
2031,19,92,7,96
2032,21,98,7,47
2033,21,63,2,58
2034,22,88,8,92
2035,21,89,8,86
2036,20,58,8,69
2037,18,78,2,78
2038,18,93,8,62
2039,21,56,8,38
2040,24,65,9,90
2041,21,66,10,62
2042,24,79,10,54
2043,24,73,10,97
2044,23,98,8,91
2045,23,100,2,72
2046,21,93,9,97
2047,23,53,10,54
2048,19,83,10,63
2049,20,98,5,70
2050,24,68,8,46
2051,24,82,5,41
2052,24,73,9,78
2053,19,83,1,94
2054,20,67,4,89
2055,24,98,5,45
2056,23,75,4,53
2057,21,97,8,80
2058,23,51,9,83
2059,23,93,4,63
2060,24,89,4,68
2061,18,74,6,71
2062,23,100,7,59
2063,19,57,3,85
2064,23,64,9,73
2065,20,98,8,73
2066,22,94,4,93
2067,20,63,8,54
2068,24,96,8,95
2069,24,66,9,100
2070,20,96,10,50
2071,23,71,2,98
2072,22,87,3,71
2073,21,69,5,82
2074,21,71,6,59
2075,20,78,6,89
2076,19,95,7,76
2077,20,70,7,62
2078,19,95,8,79
2079,22,50,7,68
2080,19,94,9,89
2081,19,72,7,53
2082,19,85,10,76
2083,21,87,10,70
2084,20,98,3,81
2085,21,92,6,60
2086,19,96,5,50
2087,24,96,3,82
2088,20,78,4,46
2089,20,51,3,47
2090,19,76,6,58
2091,24,71,4,98
2092,23,81,3,77
2093,19,72,9,46
2094,18,70,4,53
2095,21,99,7,55
2096,23,66,8,43
2097,19,73,9,77
2098,24,84,3,98
2099,20,96,9,46
2100,22,87,7,63
2101,22,75,8,69
2102,21,73,3,56
2103,21,70,1,65
2104,23,94,6,69
2105,19,51,4,77
2106,20,99,4,36
2107,24,75,7,83
2108,19,62,1,92
2109,18,67,10,35
2110,24,59,10,84
2111,22,81,5,50
2112,20,89,8,77
2113,21,74,5,37
2114,21,94,5,45
2115,18,87,9,47
2116,22,57,4,72
2117,18,96,10,71
2118,20,82,3,68
2119,18,51,6,95
2120,18,59,7,100
2121,23,97,5,55
2122,23,53,10,43
2123,24,81,8,74
2124,21,86,10,58
2125,19,76,2,96
2126,18,94,8,98
2127,21,62,2,63
2128,20,62,2,91
2129,18,53,10,100
2130,23,53,6,59
2131,20,69,6,43
2132,22,74,4,74
2133,20,77,10,80
2134,18,88,7,88
2135,24,56,4,56
2136,21,57,2,59
2137,18,74,8,68
2138,22,97,2,59
2139,22,91,1,57
2140,19,96,3,44
2141,22,51,9,58
2142,20,86,6,44
2143,18,88,2,53
2144,24,79,9,66
2145,18,91,3,63
2146,22,55,3,72
2147,20,98,7,46
2148,24,66,3,57
2149,20,76,10,63
2150,18,55,9,99
2151,19,81,1,36
2152,22,98,5,78
2153,22,79,3,80
2154,22,51,1,100
2155,20,93,2,85
2156,22,62,7,76
2157,24,87,5,45
2158,19,95,1,93
2159,20,75,10,78
2160,19,72,1,90
2161,21,98,6,38
2162,24,90,2,72
2163,18,76,8,55
2164,20,50,5,95
2165,24,70,1,38
2166,22,64,9,41
2167,23,90,4,67
2168,24,60,9,46
2169,18,65,1,72
2170,19,55,2,66
2171,20,88,1,95
2172,21,69,7,71
2173,24,90,1,65
2174,22,62,10,74
2175,23,100,5,80
2176,20,73,7,95
2177,22,56,1,55
2178,22,99,5,42
2179,18,78,1,67
2180,22,99,9,97
2181,19,68,6,92
2182,18,69,2,92
2183,21,60,8,43
2184,18,88,8,65
2185,23,55,8,46
2186,19,53,4,75
2187,20,62,8,48
2188,24,74,10,91
2189,20,57,6,93
2190,20,98,5,80
2191,21,68,2,72
2192,21,69,10,53
2193,19,63,7,80
2194,24,76,10,56
2195,19,98,10,66
2196,21,51,5,66
2197,20,84,6,96
2198,23,81,9,99
2199,20,73,3,43
2200,21,94,3,42
2201,19,85,10,65
2202,18,52,5,41
2203,22,89,9,69
2204,23,91,10,80
2205,24,70,7,51
2206,20,61,8,56
2207,20,73,6,96
2208,21,57,10,87
2209,19,92,5,87
2210,18,85,2,98
2211,18,78,1,96
2212,20,66,10,59
2213,18,98,10,83
2214,20,90,1,41
2215,18,98,8,62
2216,20,76,8,61
2217,22,61,3,73
2218,21,85,5,84
2219,20,60,8,58
2220,18,87,6,97
2221,23,70,2,91
2222,24,89,6,97
2223,22,85,8,88
2224,22,54,6,47
2225,20,80,9,90
2226,22,83,9,36
2227,21,95,1,67
2228,19,50,10,47
2229,23,98,6,95
2230,19,66,4,44
2231,19,66,5,87
2232,23,71,7,45
2233,24,91,8,77
2234,21,53,2,95
2235,21,67,10,55
2236,22,96,10,65
2237,21,91,9,37
2238,24,54,1,38
2239,24,89,6,42
2240,22,94,4,67
2241,23,81,2,39
2242,23,76,2,72
2243,18,79,8,42
2244,20,86,10,93
2245,18,77,5,67
2246,18,51,9,99
2247,20,88,9,71
2248,18,69,5,88
2249,18,72,6,93
2250,20,80,5,75
2251,23,91,9,51
2252,20,68,4,79
2253,19,81,8,41
2254,24,76,8,84
2255,24,65,9,77
2256,18,59,2,54
2257,21,89,7,67
2258,24,76,3,83
2259,22,74,7,44
2260,22,50,7,98
2261,20,94,9,99
2262,23,64,3,37
2263,22,84,5,97
2264,24,50,1,57
2265,19,77,7,88
2266,21,95,8,98
2267,24,54,5,51
2268,19,86,5,44
2269,22,52,7,77
2270,23,68,8,58
2271,22,96,5,65
2272,21,67,7,73
2273,22,53,5,98
2274,21,82,9,69
2275,18,74,1,81
2276,22,54,6,89
2277,18,55,4,71
2278,19,65,7,78
2279,22,57,10,85
2280,22,54,1,77
2281,24,96,3,78
2282,22,60,10,44
2283,18,100,5,69
2284,20,84,7,47
2285,22,56,10,61
2286,21,56,8,81
2287,19,84,7,87
2288,24,79,3,63
2289,22,76,5,67
2290,19,95,5,89
2291,19,59,8,55
2292,21,60,10,44
2293,23,94,6,66
2294,18,54,6,66
2295,22,69,5,66
2296,19,76,5,67
2297,24,55,8,63
2298,21,60,10,63
2299,24,65,5,35
2300,24,55,10,50
2301,23,94,5,97
2302,21,64,5,53
2303,21,82,8,50
2304,23,91,1,97
2305,21,54,6,80
2306,24,89,8,75
2307,23,91,7,67
2308,22,72,5,74
2309,23,84,9,91
2310,24,64,7,79
2311,19,100,2,97
2312,24,88,2,36
2313,19,71,2,83
2314,18,61,10,95
2315,22,66,3,88
2316,20,98,7,46
2317,19,67,8,83
2318,24,74,10,41
2319,20,79,1,59
2320,22,54,9,97
2321,18,92,8,71
2322,19,76,2,68
2323,21,50,2,94
2324,24,100,2,54
2325,19,92,8,70
2326,21,60,7,88
2327,20,77,1,74
2328,23,67,5,58
2329,18,99,8,43
2330,19,61,8,64
2331,24,86,4,45
2332,20,74,6,99
2333,20,75,9,49
2334,24,68,4,52
2335,23,51,2,90
2336,22,83,4,76
2337,24,65,8,74
2338,22,94,8,83
2339,18,65,9,77
2340,20,68,10,80
2341,22,66,3,36
2342,21,74,5,83
2343,24,62,8,98
2344,23,81,8,74
2345,18,83,9,97
2346,20,54,5,67
2347,22,95,1,63
2348,22,69,4,42
2349,20,83,5,92
2350,24,74,9,87
2351,19,50,7,54
2352,23,57,10,44
2353,21,76,7,58
2354,22,75,9,62
2355,21,72,6,49
2356,20,88,4,87
2357,24,91,3,92
2358,22,65,2,59
2359,24,59,10,97
2360,21,66,5,56
2361,21,66,9,54
2362,21,79,10,64
2363,19,84,9,70
2364,21,98,10,98
2365,21,92,8,90
2366,18,76,10,72
2367,21,72,4,62
2368,19,93,2,74
2369,18,79,6,51
2370,19,73,10,85
2371,19,57,3,61
2372,23,57,10,40
2373,22,75,8,79
2374,24,67,7,71
2375,19,98,5,44
2376,24,59,10,60
2377,21,72,4,98
2378,22,85,5,72
2379,24,81,6,55
2380,22,92,3,79
2381,22,61,8,96
2382,24,94,4,52
2383,23,98,5,75
2384,23,67,4,49
2385,22,63,6,96
2386,23,84,9,82
2387,24,74,7,80
2388,20,97,10,58
2389,22,53,7,52
2390,18,64,1,55
2391,19,69,6,64
2392,20,80,1,96
2393,21,94,10,66
2394,20,84,5,51
2395,19,94,9,83
2396,19,95,8,91
2397,22,64,8,96
2398,21,61,7,68
2399,18,50,4,38
2400,21,90,7,45
2401,22,86,8,99
2402,22,87,1,44
2403,22,88,1,74
2404,21,54,2,73
2405,18,51,3,52
2406,23,83,9,99
2407,21,99,3,100
2408,24,85,1,80
2409,21,98,4,85
2410,21,72,7,54
2411,19,51,4,60
2412,22,66,5,53
2413,21,57,1,99
2414,22,86,1,83
2415,19,52,9,39
2416,19,86,9,71
2417,23,69,8,50
2418,24,88,7,79
2419,22,56,1,44
2420,24,66,9,91
2421,18,52,10,72
2422,19,70,4,48
2423,24,82,8,55
2424,23,78,1,85
2425,21,82,7,48
2426,23,86,10,37
2427,21,97,9,43
2428,19,62,3,73
2429,20,64,4,64
2430,19,100,9,63
2431,19,90,4,38
2432,21,51,10,55
2433,21,54,7,61
2434,24,52,4,38
2435,23,85,1,57
2436,22,97,10,53
2437,20,57,8,35
2438,18,84,2,93
2439,19,80,2,74
2440,23,97,3,98
2441,18,93,9,39
2442,19,78,1,41
2443,24,78,5,74
2444,20,50,5,38
2445,20,87,7,79
2446,22,92,7,54
2447,24,75,2,80
2448,24,70,5,35
2449,21,60,8,84
2450,24,96,4,86
2451,21,82,10,85
2452,19,73,3,85
2453,20,63,8,70
2454,19,51,3,76
2455,18,80,10,70
2456,24,50,8,37
2457,23,56,4,58
2458,20,57,8,36
2459,21,90,3,44
2460,22,77,6,72
2461,19,89,2,41
2462,23,77,10,49
2463,19,91,4,68
2464,21,67,8,58
2465,24,88,8,75
2466,21,87,4,75
2467,22,66,10,64
2468,19,66,2,35
2469,21,92,6,42
2470,22,98,9,54
2471,18,99,2,88
2472,20,94,6,56
2473,22,84,6,46
2474,21,78,10,65
2475,23,81,4,71
2476,21,98,1,74
2477,24,51,1,73
2478,20,57,8,42
2479,22,86,9,59
2480,23,51,4,56
2481,22,52,1,49
2482,20,96,6,97
2483,18,93,4,54
2484,24,78,10,65
2485,19,55,4,60
2486,18,88,4,81
2487,19,51,7,88
2488,22,72,2,42
2489,18,92,9,35
2490,22,66,7,49
2491,23,59,3,80
2492,19,87,5,64
2493,23,52,9,78
2494,24,65,1,60
2495,22,80,10,100
2496,20,73,3,78
2497,24,97,1,51
2498,19,88,4,82
2499,21,91,8,45
2500,19,76,7,65
2501,22,100,9,81
2502,23,74,9,38
2503,18,88,6,89
2504,21,92,5,58
2505,20,76,3,76
2506,20,88,2,56
2507,18,99,1,48
2508,21,91,9,95
2509,19,82,7,40
2510,19,71,8,74
2511,19,89,4,96
2512,23,82,2,59
2513,24,90,9,90
2514,18,50,5,84
2515,22,71,6,57
2516,18,91,4,51
2517,19,54,4,44
2518,23,60,5,53
2519,20,54,9,40
2520,22,59,2,70
2521,24,72,4,48
2522,21,52,5,37
2523,20,61,5,37
2524,19,77,10,52
2525,19,53,6,47
2526,21,51,5,81
2527,18,83,6,54
2528,18,89,9,74
2529,24,59,8,70
2530,19,63,2,60
2531,20,88,7,64
2532,21,92,5,45
2533,18,82,5,36
2534,19,91,4,62
2535,19,56,3,71
2536,23,62,6,36
2537,21,88,3,60
2538,21,67,7,60
2539,21,77,5,57
2540,24,79,1,38
2541,23,92,1,64
2542,24,67,4,96
2543,23,63,2,43
2544,19,85,7,35
2545,21,99,7,57
2546,20,64,9,90
2547,23,55,1,53
2548,24,86,9,98
2549,22,56,8,99
2550,23,95,9,48
2551,19,53,8,60
2552,24,81,1,60
2553,22,53,10,72
2554,21,71,5,69
2555,18,82,2,44
2556,19,53,2,53
2557,21,85,8,83
2558,24,66,6,73
2559,18,70,3,86
2560,20,92,3,47
2561,21,76,3,84
2562,19,59,5,100
2563,21,62,10,51
2564,20,56,7,51
2565,18,97,7,91
2566,24,58,6,44
2567,22,94,5,52
2568,20,50,2,36
2569,23,85,7,84
2570,18,60,7,75
2571,18,88,10,36
2572,23,96,5,70
2573,22,52,8,85
2574,19,81,2,77
2575,24,87,10,58
2576,20,89,3,53
2577,21,99,10,58
2578,19,93,3,71
2579,22,93,3,67
2580,24,89,7,87
2581,20,60,1,39
2582,21,85,1,95
2583,24,73,4,94
2584,20,76,2,71
2585,22,98,9,92
2586,21,76,2,79
2587,21,61,10,37
2588,22,76,1,58
2589,21,93,9,83
2590,21,98,3,74
2591,20,50,2,59
2592,22,89,3,46
2593,24,89,3,97
2594,23,66,8,41
2595,22,83,1,40
2596,19,78,10,98
2597,20,58,3,41
2598,18,95,4,74
2599,20,83,5,68
2600,21,81,4,52
2601,22,85,9,77
2602,23,74,6,93
2603,23,93,1,100
2604,21,80,9,92
2605,18,92,4,74
2606,20,91,4,81
2607,24,71,5,38
2608,18,59,5,36
2609,23,64,3,86
2610,18,70,2,57
2611,24,62,6,37
2612,23,95,9,94
2613,21,91,2,93
2614,23,92,4,72
2615,21,73,6,92
2616,24,99,9,48
2617,23,70,10,100
2618,20,50,2,99
2619,18,81,3,69
2620,18,84,8,90
2621,23,76,10,65
2622,21,66,7,60
2623,22,66,2,58
2624,20,79,10,98
2625,22,88,1,48
2626,18,54,9,46
2627,18,70,3,51
2628,22,61,5,84
2629,18,95,3,73
